Date,Open,High,Low,Close,Adj Close,Volume
,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
2022-01-20,41744.0,43413.0,40672.8,40680.4,40680.4,20382033940
2022-01-21,40699.6,41060.5,35791.4,36457.3,36457.3,43011992031
2022-01-22,36471.6,36688.8,34349.2,35030.2,35030.2,39714385405
2022-01-23,35047.4,36433.3,34785.0,36276.8,36276.8,26017975951
2022-01-24,36275.7,37247.5,33184.1,36654.3,36654.3,41856658597
2022-01-25,36654.8,37444.6,35779.4,36954.0,36954.0,26428189594
2022-01-26,36950.5,38825.4,36374.9,36852.1,36852.1,31324598034
2022-01-27,36841.9,37148.3,35629.3,37138.2,37138.2,25041426629
2022-01-28,37128.4,37952.9,36211.1,37784.3,37784.3,22238830523
2022-01-29,37780.7,38576.3,37406.5,38138.2,38138.2,17194183075
2022-01-30,38151.9,38266.3,37437.7,37917.6,37917.6,14643548444
2022-01-31,37920.3,38647.3,36733.6,38483.1,38483.1,20734730465
2022-02-01,38481.8,39115.1,38113.7,38743.3,38743.3,20288500328
2022-02-02,38743.7,38834.6,36832.7,36953.0,36953.0,19155189416
2022-02-03,36944.8,37154.6,36375.5,37154.6,37154.6,18591534769
2022-02-04,37149.3,41527.8,37093.6,41500.9,41500.9,29412210792
2022-02-05,41501.5,41847.2,41038.1,41441.2,41441.2,19652846215
2022-02-06,41441.1,42500.8,41244.9,42412.4,42412.4,16142097334
2022-02-07,42406.8,44401.9,41748.2,43840.3,43840.3,28641855926
2022-02-08,43854.7,45293.9,42807.8,44118.4,44118.4,33079398868
2022-02-09,44096.7,44727.8,43233.0,44338.8,44338.8,23245887300
2022-02-10,44347.8,45661.2,43402.8,43565.1,43565.1,32142048537
2022-02-11,43571.1,43810.8,42114.5,42407.9,42407.9,26954925781
2022-02-12,42412.3,42992.6,41852.6,42244.5,42244.5,18152390304
2022-02-13,42236.6,42693.1,41950.9,42197.5,42197.5,14741589015
2022-02-14,42157.4,42775.8,41682.0,42586.9,42586.9,20827783012
2022-02-15,42586.5,44667.2,42491.0,44575.2,44575.2,22721659051
2022-02-16,44578.3,44578.3,43456.7,43961.9,43961.9,19792547657
2022-02-17,43937.1,44133.0,40249.4,40538.0,40538.0,26246662813
2022-02-18,40552.1,40929.2,39637.6,40031.0,40031.0,23310007704
2022-02-19,40026.0,40418.9,39713.1,40122.2,40122.2,13736557863
2022-02-20,40118.1,40119.9,38112.8,38431.4,38431.4,18340576452
2022-02-21,38423.2,39394.4,36950.5,37075.3,37075.3,29280402798
2022-02-22,37068.8,38359.9,36488.9,38286.0,38286.0,25493150450
2022-02-23,38285.3,39122.4,37201.8,37296.6,37296.6,21849073843
2022-02-24,37278.6,38968.8,34459.2,38332.6,38332.6,46383802093
2022-02-25,38333.7,39630.3,38111.3,39214.2,39214.2,26545599159
2022-02-26,39213.1,40005.3,38702.5,39105.1,39105.1,17467554129
2022-02-27,39098.7,39778.9,37269.0,37709.8,37709.8,23450127612
2022-02-28,37706.0,43760.5,37518.2,43193.2,43193.2,35690014104
2022-03-01,43194.5,44793.6,42952.6,44354.6,44354.6,32479047645
2022-03-02,44357.6,45077.6,43432.9,43924.1,43924.1,29183112630
2022-03-03,43925.2,44021.6,41914.8,42451.8,42451.8,24967782593
2022-03-04,42458.1,42479.6,38805.8,39137.6,39137.6,28516271427
2022-03-05,39148.4,39566.3,38777.0,39400.6,39400.6,16975917450
2022-03-06,39404.2,39640.2,38211.6,38420.0,38420.0,19745229902
2022-03-07,38429.3,39430.2,37260.2,38062.0,38062.0,28546143503
2022-03-08,38059.9,39304.4,37957.4,38737.3,38737.3,25776583476
2022-03-09,38742.8,42465.7,38706.1,41982.9,41982.9,32284121034
2022-03-10,41974.1,42004.7,38832.9,39437.5,39437.5,31078064711
2022-03-11,39440.0,40081.7,38347.4,38795.0,38795.0,26364890465
2022-03-12,38794.5,39308.6,38772.5,38904.0,38904.0,14616450657
2022-03-13,38884.7,39209.4,37728.1,37849.7,37849.7,17300745310
2022-03-14,37846.3,39742.5,37680.7,39666.8,39666.8,24322159070
2022-03-15,39664.2,39794.6,38310.2,39338.8,39338.8,23934000868
2022-03-16,39335.6,41465.5,39022.3,41143.9,41143.9,39616916192
2022-03-17,41140.8,41287.5,40662.9,40951.4,40951.4,22009601093
2022-03-18,40944.8,42195.7,40302.4,41801.2,41801.2,34421564942
2022-03-19,41794.6,42316.6,41602.7,42190.7,42190.7,19664853187
2022-03-20,42191.4,42241.2,41004.8,41247.8,41247.8,20127946682
2022-03-21,41246.1,41454.4,40668.0,41078.0,41078.0,24615543271
2022-03-22,41074.1,43124.7,40948.3,42358.8,42358.8,32004652376
2022-03-23,42364.4,42893.5,41877.5,42893.0,42893.0,25242943069
2022-03-24,42886.7,44131.9,42726.2,43960.9,43960.9,31042992291
2022-03-25,43964.5,44999.5,43706.3,44348.7,44348.7,30574413034
2022-03-26,44349.9,44736.0,44166.3,44500.8,44500.8,16950455995
2022-03-27,44505.4,46827.5,44437.3,46820.5,46820.5,28160889722
2022-03-28,46821.9,48086.8,46690.2,47128.0,47128.0,36362175703
2022-03-29,47100.4,48022.3,47100.4,47465.7,47465.7,31397059069
2022-03-30,47456.9,47655.1,46746.2,47062.7,47062.7,29333883962
2022-03-31,47062.1,47512.0,45390.5,45538.7,45538.7,33327427106
2022-04-01,45554.2,46616.2,44403.1,46281.6,46281.6,38162644287
2022-04-02,46285.5,47028.3,45782.5,45868.9,45868.9,29336594194
2022-04-03,45859.1,47313.5,45634.1,46453.6,46453.6,25414397610
2022-04-04,46445.3,46791.1,45235.8,46622.7,46622.7,32499785455
2022-04-05,46624.5,47106.1,45544.8,45556.0,45556.0,29640604055
2022-04-06,45544.4,45544.4,43194.0,43206.7,43206.7,39393395788
2022-04-07,43207.5,43860.7,42899.9,43503.8,43503.8,26101973106
2022-04-08,43505.1,43903.0,42183.3,42287.7,42287.7,27215995394
2022-04-09,42282.1,42786.8,42183.3,42782.1,42782.1,16050772496
2022-04-10,42781.1,43376.4,42021.2,42207.7,42207.7,17654475582
2022-04-11,42201.0,42424.6,39373.1,39521.9,39521.9,33949912166
2022-04-12,39533.7,40617.6,39388.3,40127.2,40127.2,30991500854
2022-04-13,40123.6,41430.1,39712.7,41166.7,41166.7,27691105228
2022-04-14,41160.2,41451.5,39695.7,39935.5,39935.5,24342001973
2022-04-15,39939.4,40617.7,39866.8,40553.5,40553.5,21756855753
2022-04-16,40552.3,40633.7,40078.4,40424.5,40424.5,16833150693
2022-04-17,40417.8,40570.7,39620.9,39717.0,39717.0,19087633042
2022-04-18,39721.2,40986.3,38696.2,40826.2,40826.2,33705182072
2022-04-19,40828.2,41673.0,40618.6,41502.8,41502.8,25303206547
2022-04-20,41501.7,42126.3,40961.1,41374.4,41374.4,27819532341
2022-04-21,41371.5,42893.6,40063.8,40527.4,40527.4,35372786395
2022-04-22,40525.9,40777.8,39315.4,39740.3,39740.3,28011716745
2022-04-23,39738.7,39935.9,39352.2,39486.7,39486.7,16138021249
2022-04-24,39478.4,39845.9,39233.5,39469.3,39469.3,17964398167
2022-04-25,39472.6,40491.8,38338.4,40458.3,40458.3,35445730570
2022-04-26,40448.4,40713.9,37885.0,38117.5,38117.5,34569088416
2022-04-27,38120.3,39397.9,37997.3,39241.1,39241.1,30981015184
2022-04-28,39241.4,40269.5,38941.4,39773.8,39773.8,33903704907
2022-04-29,39768.6,39887.3,38235.5,38609.8,38609.8,30882994649
2022-04-30,38605.9,38771.2,37697.9,37714.9,37714.9,23895713731
2022-05-01,37713.3,38627.9,37585.8,38469.1,38469.1,27002760110
2022-05-02,38472.2,39075.0,38156.6,38529.3,38529.3,32922642426
2022-05-03,38528.1,38630.0,37585.6,37750.5,37750.5,27326943244
2022-05-04,37748.0,39902.9,37732.1,39698.4,39698.4,36754404490
2022-05-05,39695.7,39789.3,35856.5,36575.1,36575.1,43106256317
2022-05-06,36573.2,36624.4,35482.1,36040.9,36040.9,37795577489
2022-05-07,36042.5,36129.9,34940.8,35502.0,35502.0,24375896406
2022-05-08,35502.9,35502.9,33879.0,34059.3,34059.3,36763041910
2022-05-09,34060.0,34222.1,30297.0,30297.0,30297.0,63355494961
2022-05-10,30273.7,32596.3,29944.8,31022.9,31022.9,59811038817
2022-05-11,31016.2,32013.4,28170.4,28936.4,28936.4,70388855818
2022-05-12,28936.7,30032.4,26350.5,29047.8,29047.8,66989173272
2022-05-13,29030.9,30924.8,28782.3,29283.1,29283.1,42841124537
2022-05-14,29285.6,30192.8,28702.9,30101.3,30101.3,28579868620
2022-05-15,30098.6,31308.2,29527.7,31305.1,31305.1,25835372065
2022-05-16,31304.4,31305.3,29251.9,29862.9,29862.9,32613897286
2022-05-17,29862.4,30694.5,29570.3,30425.9,30425.9,29101473475
2022-05-18,30424.5,30618.7,28720.3,28720.3,28720.3,31285268319
2022-05-19,28720.4,30430.8,28709.0,30314.3,30314.3,33773447707
2022-05-20,30311.1,30665.0,28793.6,29200.7,29200.7,30749382605
2022-05-21,29199.9,29588.9,29027.4,29432.2,29432.2,17274840442
2022-05-22,29432.5,30425.9,29275.2,30323.7,30323.7,21631532270
2022-05-23,30309.4,30590.6,28975.6,29098.9,29098.9,31483454557
2022-05-24,29101.1,29774.4,28786.6,29655.6,29655.6,26616506245
2022-05-25,29653.1,30157.8,29384.9,29562.4,29562.4,27525063551
2022-05-26,29564.8,29834.2,28261.9,29267.2,29267.2,36774325352
2022-05-27,29251.1,29346.9,28326.6,28627.6,28627.6,36582005748
2022-05-28,28622.6,28814.9,28554.6,28814.9,28814.9,35519577634
2022-05-29,29019.9,29498.0,28841.1,29446.0,29446.0,18093886409
2022-05-30,29443.4,31949.6,29303.6,31726.4,31726.4,39277993274
2022-05-31,31723.9,32249.9,31286.2,31792.3,31792.3,33538210634
2022-06-01,31792.6,31957.3,29501.6,29799.1,29799.1,41135817341
2022-06-02,29794.9,30604.7,29652.7,30467.5,30467.5,29083562061
2022-06-03,30467.8,30633.0,29375.7,29704.4,29704.4,26175547452
2022-06-04,29706.1,29930.6,29500.0,29832.9,29832.9,16588370958
2022-06-05,29835.1,30117.7,29574.4,29906.7,29906.7,17264085441
2022-06-06,29910.3,31693.3,29894.2,31370.7,31370.7,31947336829
2022-06-07,31371.7,31489.7,29311.7,31155.5,31155.5,40770974039
2022-06-08,31151.5,31253.7,29944.4,30214.4,30214.4,30242059107
2022-06-09,30215.3,30609.3,30020.3,30112.0,30112.0,21692004719
2022-06-10,30110.3,30245.8,28978.1,29083.8,29083.8,29867476527
2022-06-11,29084.7,29401.9,28236.2,28360.8,28360.8,27246574439
2022-06-12,28373.5,28502.7,26762.6,26762.6,26762.6,34163220274
2022-06-13,26737.6,26795.6,22141.3,22487.4,22487.4,68204556440
2022-06-14,22488.0,23019.0,20950.8,22206.8,22206.8,50913575242
2022-06-15,22196.7,22642.7,20178.4,22572.8,22572.8,54912007015
2022-06-16,22576.3,22868.9,20265.2,20381.7,20381.7,31183975654
2022-06-17,20385.7,21243.3,20326.5,20471.5,20471.5,27132421514
2022-06-18,20473.4,20736.0,17708.6,19017.6,19017.6,42009436760
2022-06-19,19010.9,20683.8,18067.2,20553.3,20553.3,35329942625
2022-06-20,20553.4,20913.3,19689.2,20599.5,20599.5,30818458597
2022-06-21,20594.3,21620.6,20415.1,20710.6,20710.6,28970212744
2022-06-22,20719.4,20835.8,19848.1,19987.0,19987.0,28574793478
2022-06-23,19986.6,21135.8,19950.1,21085.9,21085.9,26188097173
2022-06-24,21084.6,21472.9,20777.5,21231.7,21231.7,24957784918
2022-06-25,21233.6,21520.9,20964.6,21502.3,21502.3,18372538715
2022-06-26,21496.5,21783.7,21016.3,21027.3,21027.3,18027170497
2022-06-27,21028.2,21478.1,20620.2,20735.5,20735.5,20965695707
2022-06-28,20731.5,21164.4,20228.8,20280.6,20280.6,21381535161
2022-06-29,20281.2,20364.2,19937.8,20104.0,20104.0,23552740328
2022-06-30,20108.3,20141.2,18729.7,19784.7,19784.7,26267239923
2022-07-01,19820.5,20632.7,19073.7,19269.4,19269.4,30767551159
2022-07-02,19274.8,19371.7,19027.1,19242.3,19242.3,18100418740
2022-07-03,19242.1,19558.3,18967.0,19297.1,19297.1,16390821947
2022-07-04,19297.3,20258.7,19063.1,20231.3,20231.3,21594638208
2022-07-05,20225.4,20635.5,19341.2,20190.1,20190.1,26715546990
2022-07-06,20194.6,20595.5,19823.5,20548.2,20548.2,24598943708
2022-07-07,20547.8,21771.8,20296.1,21637.6,21637.6,25814972520
2022-07-08,21637.2,22314.9,21257.5,21731.1,21731.1,49899834488
2022-07-09,21716.8,21877.1,21446.0,21592.2,21592.2,29641127858
2022-07-10,21591.1,21591.1,20727.1,20860.4,20860.4,28688807249
2022-07-11,20856.4,20856.4,19924.5,19970.6,19970.6,24150249025
2022-07-12,19970.5,20043.4,19308.5,19323.9,19323.9,25810220018
2022-07-13,19326.0,20223.1,19000.0,20212.1,20212.1,33042430345
2022-07-14,20211.5,20789.9,19689.3,20569.9,20569.9,31158743333
2022-07-15,20573.2,21138.2,20397.0,20836.3,20836.3,25905575359
2022-07-16,20834.1,21514.4,20518.9,21190.3,21190.3,24302954056
2022-07-17,21195.0,21600.6,20778.2,20779.3,20779.3,22927802083
2022-07-18,20781.9,22633.0,20781.9,22485.7,22485.7,39974475562
2022-07-19,22467.8,23667.0,21683.4,23389.4,23389.4,48765202697
2022-07-20,23393.2,24196.8,23009.9,23231.7,23231.7,42932549127
2022-07-21,23233.2,23388.3,22431.1,23164.6,23164.6,33631012204
2022-07-22,23163.8,23671.9,22603.4,22715.0,22715.0,31421555646
2022-07-23,22707.0,22977.2,22002.9,22465.5,22465.5,24021799169
2022-07-24,22465.5,22974.0,22306.8,22609.2,22609.2,23565495303
2022-07-25,22607.2,22649.1,21361.6,21361.7,21361.7,35574561406
2022-07-26,21361.1,21361.1,20776.8,21239.8,21239.8,28624673855
2022-07-27,21244.2,22986.5,21070.8,22930.5,22930.5,31758955233
2022-07-28,22933.6,24110.5,22722.3,23843.9,23843.9,40212386158
2022-07-29,23845.2,24294.8,23481.2,23804.6,23804.6,35887249746
2022-07-30,23796.8,24572.6,23580.5,23656.2,23656.2,28148218301
2022-07-31,23652.1,24121.6,23275.7,23336.9,23336.9,23553591896
2022-08-01,23336.7,23464.8,22890.8,23314.2,23314.2,25849159141
2022-08-02,23308.4,23415.0,22710.1,22978.1,22978.1,28389250717
2022-08-03,22981.3,23578.7,22747.8,22846.5,22846.5,26288169966
2022-08-04,22848.2,23198.0,22485.7,22631.0,22631.0,25120229769
2022-08-05,22626.8,23422.8,22612.2,23289.3,23289.3,28881249043
2022-08-06,23291.4,23326.6,22961.3,22961.3,22961.3,15978259885
2022-08-07,22963.5,23359.0,22894.6,23175.9,23175.9,15886817043
2022-08-08,23179.5,24203.7,23176.5,23809.5,23809.5,28575544847
2022-08-09,23811.5,23898.6,22982.0,23164.3,23164.3,23555719219
2022-08-10,23162.9,24127.4,22771.5,23947.6,23947.6,32837431722
2022-08-11,23948.3,24822.6,23901.0,23957.5,23957.5,37127036580
2022-08-12,23957.2,24412.6,23657.3,24402.8,24402.8,27265804688
2022-08-13,24402.2,24860.1,24346.1,24424.1,24424.1,22987346289
2022-08-14,24429.1,24974.9,24206.3,24319.3,24319.3,22994133555
2022-08-15,24318.3,25135.6,23839.8,24137.0,24137.0,35123501685
2022-08-16,24126.1,24228.4,23733.5,23883.3,23883.3,27753685646
2022-08-17,23881.3,24407.1,23243.4,23336.0,23336.0,30931623076
2022-08-18,23341.0,23563.8,23177.6,23212.7,23212.7,23747613147
2022-08-19,23213.3,23213.3,20868.8,20877.6,20877.6,40509610260
2022-08-20,20872.8,21350.8,20856.7,21166.1,21166.1,27595671000
2022-08-21,21160.4,21668.8,21103.2,21534.1,21534.1,23102307723
2022-08-22,21531.5,21531.5,20939.2,21398.9,21398.9,31666498758
2022-08-23,21401.0,21646.2,20955.1,21528.1,21528.1,31878280659
2022-08-24,21526.5,21783.1,21195.0,21395.0,21395.0,31962253368
2022-08-25,21395.5,21789.6,21362.4,21600.9,21600.9,31028679593
2022-08-26,21596.1,21804.9,20199.5,20260.0,20260.0,42326789564
2022-08-27,20262.5,20340.8,19890.5,20041.7,20041.7,30116729776
2022-08-28,20041.0,20139.1,19616.8,19616.8,19616.8,24366810591
2022-08-29,19615.2,20357.5,19600.8,20298.0,20298.0,32637854078
2022-08-30,20298.6,20542.6,19617.6,19796.8,19796.8,34483360283
2022-08-31,19799.6,20421.0,19799.6,20049.8,20049.8,33225232872
2022-09-01,20050.5,20198.4,19654.0,20127.1,20127.1,30182031010
2022-09-02,20126.1,20401.6,19814.8,19969.8,19969.8,29123998928
2022-09-03,19969.7,20037.0,19698.4,19832.1,19832.1,23613051457
2022-09-04,19832.5,19999.7,19636.8,19986.7,19986.7,25245861652
2022-09-05,19988.8,20031.2,19673.0,19812.4,19812.4,28813460025
2022-09-06,19817.7,20155.3,18800.2,18837.7,18837.7,43403978910
2022-09-07,18837.7,19427.2,18644.5,19290.3,19290.3,35239757134
2022-09-08,19289.9,19417.4,19076.7,19329.8,19329.8,32194477850
2022-09-09,19328.1,21439.4,19311.0,21381.2,21381.2,48469528171
2022-09-10,21376.9,21760.3,21168.7,21680.5,21680.5,36913738894
2022-09-11,21678.5,21770.6,21406.9,21769.3,21769.3,34493951963
2022-09-12,21770.1,22439.2,21603.9,22370.4,22370.4,50212088965
2022-09-13,22371.5,22673.8,20062.7,20296.7,20296.7,51091116622
2022-09-14,20184.6,20467.2,19793.4,20241.1,20241.1,37872380889
2022-09-15,20242.3,20318.2,19636.7,19701.2,19701.2,36389011503
2022-09-16,19704.0,19870.6,19400.1,19772.6,19772.6,30123362273
2022-09-17,19777.0,20162.5,19777.0,20127.6,20127.6,24957448100
2022-09-18,20127.2,20127.2,19387.5,19419.5,19419.5,31254779144
2022-09-19,19418.6,19639.5,18390.3,19544.1,19544.1,40177002624
2022-09-20,19545.6,19602.5,18813.5,18890.8,18890.8,36791346508
2022-09-21,18891.3,19674.6,18290.3,18547.4,18547.4,46363793975
2022-09-22,18534.7,19456.9,18415.6,19413.6,19413.6,41135767926
2022-09-23,19412.4,19464.7,18617.6,19297.6,19297.6,38896078052
2022-09-24,19297.0,19310.2,18862.0,18937.0,18937.0,26149643168
2022-09-25,18936.3,19134.7,18696.5,18802.1,18802.1,23359966112
2022-09-26,18803.9,19274.9,18721.3,19222.7,19222.7,44148798321
2022-09-27,19221.8,20338.5,18915.7,19110.5,19110.5,58571439619
2022-09-28,19104.6,19688.3,18553.3,19426.7,19426.7,53071298734
2022-09-29,19427.8,19589.3,18924.4,19573.1,19573.1,41037843771
2022-09-30,19573.4,20109.8,19265.7,19431.8,19431.8,43975248085
2022-10-01,19431.1,19471.2,19231.1,19312.1,19312.1,18719537670
2022-10-02,19311.8,19370.3,18970.6,19044.1,19044.1,20765955327
2022-10-03,19044.1,19653.5,19025.2,19623.6,19623.6,30484729489
2022-10-04,19623.6,20380.3,19523.8,20336.8,20336.8,35887278685
2022-10-05,20335.9,20343.7,19801.8,20160.7,20160.7,33223790572
2022-10-06,20161.0,20408.4,19900.1,19955.4,19955.4,34711412966
2022-10-07,19957.6,20041.1,19395.8,19546.8,19546.8,29227315390
2022-10-08,19546.3,19601.7,19299.4,19416.6,19416.6,16437423167
2022-10-09,19417.5,19542.5,19349.3,19446.4,19446.4,16837262532
2022-10-10,19446.4,19515.5,19103.0,19141.5,19141.5,27425022774
2022-10-11,19139.0,19242.0,18925.6,19051.4,19051.4,28711532910
2022-10-12,19052.6,19203.2,19029.8,19157.4,19157.4,24950173846
2022-10-13,19157.0,19453.3,18319.8,19382.9,19382.9,44219840004
2022-10-14,19382.5,19889.1,19115.4,19185.7,19185.7,38452356727
2022-10-15,19185.4,19212.5,19019.2,19067.6,19067.6,16192235532
2022-10-16,19068.9,19389.6,19068.9,19268.1,19268.1,17988916650
2022-10-17,19268.6,19635.8,19173.3,19550.8,19550.8,27472552998
2022-10-18,19550.5,19667.0,19144.8,19334.4,19334.4,30580012344
2022-10-19,19335.0,19348.4,19127.7,19139.5,19139.5,22425387184
2022-10-20,19138.1,19315.2,18971.5,19053.7,19053.7,24493974420
2022-10-21,19053.2,19237.4,18771.0,19172.5,19172.5,32459287866
2022-10-22,19172.4,19248.1,19132.2,19208.2,19208.2,16104440957
2022-10-23,19207.7,19646.7,19124.2,19567.0,19567.0,22128794335
2022-10-24,19567.8,19589.1,19206.3,19345.6,19345.6,30202235805
2022-10-25,19345.0,20348.4,19261.4,20095.9,20095.9,47761524910
2022-10-26,20092.2,20938.1,20076.1,20770.4,20770.4,58895950537
2022-10-27,20772.8,20854.0,20255.4,20285.8,20285.8,49625110402
2022-10-28,20288.0,20725.0,20086.1,20595.4,20595.4,43994715910
2022-10-29,20595.1,20988.4,20566.5,20818.5,20818.5,40369840645
2022-10-30,20818.0,20917.0,20547.5,20635.6,20635.6,31486345556
2022-10-31,20633.7,20795.3,20287.5,20495.8,20495.8,45668466815
2022-11-01,20494.9,20647.3,20359.8,20485.3,20485.3,39819303159
2022-11-02,20483.0,20742.8,20087.1,20159.5,20159.5,55552169483
2022-11-03,20162.7,20382.1,20086.2,20210.0,20210.0,43228750179
2022-11-04,20208.8,21209.6,20188.0,21147.2,21147.2,64072727950
2022-11-05,21144.8,21446.9,21097.6,21282.7,21282.7,37846047609
2022-11-06,21285.1,21345.4,20920.2,20926.5,20926.5,35082693210
2022-11-07,20924.6,21053.2,20490.0,20602.8,20602.8,53510852236
2022-11-08,20600.7,20664.6,17603.5,18541.3,18541.3,118992465607
2022-11-09,18543.8,18590.5,15682.7,15880.8,15880.8,102905151606
2022-11-10,15883.2,18054.3,15834.0,17586.8,17586.8,83202283721
2022-11-11,17583.3,17650.9,16543.5,17034.3,17034.3,55871616488
2022-11-12,17036.9,17066.7,16651.8,16799.2,16799.2,29717699419
2022-11-13,16799.7,16920.8,16320.6,16353.4,16353.4,27209183682
2022-11-14,16352.0,17109.3,15872.9,16618.2,16618.2,49630243054
2022-11-15,16617.5,17052.0,16542.6,16884.6,16884.6,36599436183
2022-11-16,16884.3,16960.3,16430.1,16669.4,16669.4,33925512989
2022-11-17,16670.4,16726.4,16460.7,16687.5,16687.5,27868914022
2022-11-18,16687.9,16947.1,16564.6,16697.8,16697.8,26862218609
2022-11-19,16696.2,16797.9,16570.4,16711.5,16711.5,16106223492
2022-11-20,16712.9,16746.8,16248.7,16291.8,16291.8,21313378652
2022-11-21,16291.2,16291.2,15599.0,15787.3,15787.3,37429485518
2022-11-22,15782.3,16253.0,15656.6,16189.8,16189.8,30726828760
2022-11-23,16195.6,16638.2,16170.5,16610.7,16610.7,32958875628
2022-11-24,16611.6,16771.5,16501.8,16604.5,16604.5,26129037414
2022-11-25,16602.3,16603.3,16388.4,16521.8,16521.8,18678255976
2022-11-26,16521.6,16666.9,16416.2,16464.3,16464.3,18000008764
2022-11-27,16463.9,16594.4,16437.0,16444.6,16444.6,20443898509
2022-11-28,16440.2,16482.9,16054.5,16217.3,16217.3,27743025156
2022-11-29,16217.6,16522.3,16139.4,16445.0,16445.0,23581685468
2022-11-30,16445.5,17190.9,16445.5,17168.6,17168.6,29523576583
2022-12-01,17168.0,17197.5,16888.4,16967.1,16967.1,22895392882
2022-12-02,16968.7,17088.7,16877.9,17088.7,17088.7,19539705127
2022-12-03,17090.1,17116.0,16888.1,16908.2,16908.2,16217776704
2022-12-04,16908.2,17157.8,16903.4,17130.5,17130.5,16824520830
2022-12-05,17128.9,17378.2,16922.4,16974.8,16974.8,22209086834
2022-12-06,16975.2,17091.9,16939.9,17089.5,17089.5,19889922369
2022-12-07,17089.5,17109.4,16750.6,16848.1,16848.1,19675404389
2022-12-08,16847.3,17267.9,16788.8,17233.5,17233.5,20496603770
2022-12-09,17232.1,17280.5,17100.8,17133.2,17133.2,20328426366
2022-12-10,17134.2,17216.8,17120.7,17128.7,17128.7,12706781969
2022-12-11,17129.7,17245.6,17091.8,17104.2,17104.2,14122486832
2022-12-12,17102.5,17212.6,16899.4,17206.4,17206.4,19617581341
2022-12-13,17206.4,17930.1,17111.8,17781.3,17781.3,26634741631
2022-12-14,17782.1,18318.5,17739.5,17815.7,17815.7,25534481470
2022-12-15,17813.6,17846.7,17322.6,17364.9,17364.9,20964448341
2022-12-16,17364.5,17505.5,16584.7,16647.5,16647.5,24031608960
2022-12-17,16647.0,16800.6,16614.0,16795.1,16795.1,14463581825
2022-12-18,16795.6,16815.4,16697.8,16758.0,16758.0,10924354698
2022-12-19,16759.0,16807.5,16398.1,16439.7,16439.7,17221074814
2022-12-20,16441.8,17013.0,16427.9,16906.3,16906.3,22722096615
2022-12-21,16904.5,16916.8,16755.9,16817.5,16817.5,14882945045
2022-12-22,16818.4,16866.7,16592.4,16830.3,16830.3,16441573050
2022-12-23,16829.6,16905.2,16794.5,16797.0,16797.0,15329265213
2022-12-24,16797.0,16864.7,16793.5,16847.8,16847.8,9744636213
2022-12-25,16847.5,16860.6,16755.3,16842.0,16842.0,11656379938
2022-12-26,16842.2,16920.1,16812.4,16919.8,16919.8,11886957804
2022-12-27,16919.3,16959.8,16642.1,16717.2,16717.2,15748580239
2022-12-28,16716.4,16768.2,16497.6,16552.6,16552.6,17005713920
2022-12-29,16552.3,16651.8,16508.7,16642.3,16642.3,14472237479
2022-12-30,16641.3,16643.4,16408.5,16602.6,16602.6,15929162910
2022-12-31,16603.7,16629.0,16517.5,16547.5,16547.5,11239186456
2023-01-01,16547.9,16630.4,16521.2,16625.1,16625.1,9244361700
2023-01-02,16625.5,16759.3,16572.2,16688.5,16688.5,12097775227
2023-01-03,16688.8,16760.4,16622.4,16679.9,16679.9,13903079207
2023-01-04,16680.2,16964.6,16667.8,16863.2,16863.2,18421743322
2023-01-05,16863.5,16884.0,16790.3,16836.7,16836.7,13692758566
2023-01-06,16836.5,16992.0,16716.4,16952.0,16952.0,14413662913
2023-01-07,16952.1,16975.0,16914.2,16955.1,16955.1,7714767174
2023-01-08,16954.1,17091.1,16924.1,17091.1,17091.1,9768827914
2023-01-09,17094.0,17390.0,17094.0,17196.6,17196.6,18624736866
2023-01-10,17192.9,17484.7,17163.0,17446.3,17446.3,15808338949
2023-01-11,17446.4,17934.9,17338.0,17934.9,17934.9,18372283782
2023-01-12,18117.6,19030.1,17995.2,18869.6,18869.6,34971338710
2023-01-13,18868.9,19964.3,18753.2,19909.6,19909.6,29225029694
2023-01-14,19910.5,21075.1,19907.8,20976.3,20976.3,38967784639
2023-01-15,20977.5,20993.7,20607.0,20880.8,20880.8,19298407543
2023-01-16,20882.2,21360.9,20715.7,21169.6,21169.6,26792494050
2023-01-17,21175.8,21438.7,20978.5,21161.5,21161.5,24999983362
2023-01-18,21161.1,21564.5,20541.5,20688.8,20688.8,30005625418
2023-01-19,20686.7,21163.0,20685.4,21086.8,21086.8,21152848261
2023-01-20,21085.4,22692.4,20919.1,22676.6,22676.6,28799154319
2023-01-21,22677.4,23282.3,22511.8,22777.6,22777.6,32442278429
2023-01-22,22778.0,23056.7,22387.9,22720.4,22720.4,24746386230
2023-01-23,22721.1,23126.5,22654.3,22934.4,22934.4,26518700512
2023-01-24,22929.6,23134.0,22549.7,22636.5,22636.5,26405069715
2023-01-25,22639.3,23722.1,22406.1,23117.9,23117.9,30685366709
2023-01-26,23109.0,23237.1,22911.4,23032.8,23032.8,26357839322
2023-01-27,23030.7,23417.7,22654.6,23078.7,23078.7,25383335641
2023-01-28,23080.0,23165.9,22908.8,23031.1,23031.1,14712928379
2023-01-29,23031.4,23919.9,22985.1,23774.6,23774.6,27423687259
2023-01-30,23774.6,23789.3,22657.6,22840.1,22840.1,27205595568
